(392, -608)
(376, -608)
(416, -568)
(416, -584)
(424, -576)
(352, -568)
(352, -584)
(344, -576)
(448, -472)
(456, -480)
(440, -480)
(448, -552)
(456, -544)
(440, -544)
(480, -504)
(480, -520)
(488, -512)
(-256, -280)
(-248, -288)
(-264, -288)
(-224, -312)
(-224, -328)
(-216, -320)
(-288, -312)
(-288, -328)
(-296, -320)
(-192, -344)
(-184, -352)
(-200, -352)
(-192, -424)
(-184, -416)
(-200, -416)
(-160, -376)
(-160, -392)
(-152, -384)
(-320, -344)
(-312, -352)
(-328, -352)
(-320, -424)
(-312, -416)
(-328, -416)
(-352, -376)
(-352, -392)
(-360, -384)
(-256, -744)
(-248, -736)
(-264, -736)
(-224, -696)
(-224, -712)
(-216, -704)
(-288, -696)
(-288, -712)
(-296, -704)
(-192, -600)
(-184, -608)
(-200, -608)
(-192, -680)
(-184, -672)
(-200, -672)
(-160, -632)
(-160, -648)
(-152, -640)
(-320, -600)
(-312, -608)
(-328, -608)
(-320, -680)
(-312, -672)
(-328, -672)
(-352, -632)
(-352, -648)
(-360, -640)
(-384, -408)
(-376, -416)
(-392, -416)
(-352, -440)
(-352, -456)
(-344, -448)
(-416, -440)
(-416, -456)
(-424, -448)
(-384, -616)
(-376, -608)
(-392, -608)
(-352, -568)
(-352, -584)
(-344, -576)
(-416, -568)
(-416, -584)
(-424, -576)
(-448, -472)
(-440, -480)
(-456, -480)
(-448, -552)
(-440, -544)
(-456, -544)
(-480, -504)
(-480, -520)
(-488, -512)
(512, 488)
(520, 480)
(504, 480)
(544, 456)
(544, 440)
(552, 448)
(480, 456)
(480, 440)
(472, 448)
(576, 424)
(584, 416)
(568, 416)
(576, 344)
(584, 352)
(568, 352)
(608, 392)
(608, 376)
(616, 384)
(448, 424)
(456, 416)
(440, 416)
(448, 344)
(456, 352)
(440, 352)
(416, 392)
(416, 376)
(408, 384)
(640, 360)
(648, 352)
(632, 352)
(672, 328)
(672, 312)
(680, 320)
(608, 328)
(608, 312)
(600, 320)
(640, 152)
(648, 160)
(632, 160)
(672, 200)
(672, 184)
(680, 192)
(608, 200)
(608, 184)
(600, 192)
(704, 296)
(712, 288)
(696, 288)
(704, 216)
(712, 224)
(696, 224)
(736, 264)
(736, 248)
(744, 256)
(384, 360)
(392, 352)
(376, 352)
(416, 328)
(416, 312)
(424, 320)
(352, 328)
(352, 312)
(344, 320)
(384, 152)
(392, 160)
(376, 160)
(416, 200)
(416, 184)
(424, 192)
(352, 200)
(352, 184)
(344, 192)
(320, 296)
(328, 288)
(312, 288)
(320, 216)
(328, 224)
(312, 224)
(288, 264)
(288, 248)
(280, 256)
(512, -488)
(520, -480)
(504, -480)
(544, -440)
(544, -456)
(552, -448)
(480, -440)
(480, -456)
(472, -448)
(576, -344)
(584, -352)
(568, -352)
(576, -424)
(584, -416)
(568, -416)
(608, -376)
(608, -392)
(616, -384)
(448, -344)
(456, -352)
(440, -352)
(448, -424)
(456, -416)
(440, -416)
(416, -376)
(416, -392)
(408, -384)
(640, -152)
(648, -160)
(632, -160)
(672, -184)
(672, -200)
(680, -192)
(608, -184)
(608, -200)
(600, -192)
(640, -360)
(648, -352)
(632, -352)
(672, -312)
(672, -328)
(680, -320)
(608, -312)
(608, -328)
(600, -320)
(704, -216)
(712, -224)
(696, -224)
(704, -296)
(712, -288)
(696, -288)
(736, -248)
(736, -264)
(744, -256)
(384, -152)
(392, -160)
(376, -160)
(416, -184)
(416, -200)
(424, -192)
(352, -184)
(352, -200)
(344, -192)
(384, -360)
(392, -352)
(376, -352)
(416, -312)
(416, -328)
(424, -320)
(352, -312)
(352, -328)
(344, -320)
(320, -216)
(328, -224)
(312, -224)
(320, -296)
(328, -288)
(312, -288)
(288, -248)
(288, -264)
(280, -256)
(768, 232)
(776, 224)
(760, 224)
(800, 200)
(800, 184)
(808, 192)
(736, 200)
(736, 184)
(728, 192)
(832, 168)
(840, 160)
(824, 160)
(832, 88)
(840, 96)
(824, 96)
(864, 136)
(864, 120)
(872, 128)
(704, 168)
(712, 160)
(696, 160)
(704, 88)
(712, 96)
(696, 96)
(672, 136)
(672, 120)
(664, 128)
(768, -232)
(776, -224)
(760, -224)
(800, -184)
(800, -200)
(808, -192)
(736, -184)
(736, -200)
(728, -192)
(832, -88)
(840, -96)
(824, -96)
(832, -168)
(840, -160)
(824, -160)
(864, -120)
(864, -136)
(872, -128)
(704, -88)
(712, -96)
(696, -96)
(704, -168)
(712, -160)
(696, -160)
(672, -120)
(672, -136)
(664, -128)
(896, 104)
(904, 96)
(888, 96)
(928, 72)
(928, 56)
(936, 64)
(864, 72)
(864, 56)
(856, 64)
(896, -104)
(904, -96)
(888, -96)
(928, -56)
(928, -72)
(936, -64)
(864, -56)
(864, -72)
(856, -64)
(960, 40)
(968, 32)
(952, 32)
(960, -40)
(968, -32)
(952, -32)
(992, 8)
(992, -8)
(1000, 0)
(-512, 488)
(-504, 480)
(-520, 480)
(-480, 456)
(-480, 440)
(-472, 448)
(-544, 456)
(-544, 440)
(-552, 448)
(-448, 424)
(-440, 416)
(-456, 416)
(-448, 344)
(-440, 352)
(-456, 352)
(-416, 392)
(-416, 376)
(-408, 384)
(-576, 424)
(-568, 416)
(-584, 416)
(-576, 344)
(-568, 352)
(-584, 352)
(-608, 392)
(-608, 376)
(-616, 384)
(-384, 360)
(-376, 352)
(-392, 352)
(-352, 328)
(-352, 312)
(-344, 320)
(-416, 328)
(-416, 312)
(-424, 320)
(-384, 152)
(-376, 160)
(-392, 160)
(-352, 200)
(-352, 184)
(-344, 192)
(-416, 200)
(-416, 184)
(-424, 192)
(-320, 296)
(-312, 288)
(-328, 288)
(-320, 216)
(-312, 224)
(-328, 224)
(-288, 264)
(-288, 248)
(-280, 256)
(-640, 360)
(-632, 352)
(-648, 352)
(-608, 328)
(-608, 312)
(-600, 320)
(-672, 328)
(-672, 312)
(-680, 320)
(-640, 152)
(-632, 160)
(-648, 160)
(-608, 200)
(-608, 184)
(-600, 192)
(-672, 200)
(-672, 184)
(-680, 192)
(-704, 296)
(-696, 288)
(-712, 288)
(-704, 216)
(-696, 224)
(-712, 224)
(-736, 264)
(-736, 248)
(-744, 256)
(-512, -488)
(-504, -480)
(-520, -480)
(-480, -440)
(-480, -456)
(-472, -448)
(-544, -440)
(-544, -456)
(-552, -448)
(-448, -344)
(-440, -352)
(-456, -352)
(-448, -424)
(-440, -416)
(-456, -416)
(-416, -376)
(-416, -392)
(-408, -384)
(-576, -344)
(-568, -352)
(-584, -352)
(-576, -424)
(-568, -416)
(-584, -416)
(-608, -376)
(-608, -392)
(-616, -384)
(-384, -152)
(-376, -160)
(-392, -160)
(-352, -184)
(-352, -200)
(-344, -192)
(-416, -184)
(-416, -200)
(-424, -192)
(-384, -360)
(-376, -352)
(-392, -352)
(-352, -312)
(-352, -328)
(-344, -320)
(-416, -312)
(-416, -328)
(-424, -320)
(-320, -216)
(-312, -224)
(-328, -224)
(-320, -296)
(-312, -288)
(-328, -288)
(-288, -248)
(-288, -264)
(-280, -256)
(-640, -152)
(-632, -160)
(-648, -160)
(-608, -184)
(-608, -200)
(-600, -192)
(-672, -184)
(-672, -200)
(-680, -192)
(-640, -360)
(-632, -352)
(-648, -352)
(-608, -312)
(-608, -328)
(-600, -320)
(-672, -312)
(-672, -328)
(-680, -320)
(-704, -216)
(-696, -224)
(-712, -224)
(-704, -296)
(-696, -288)
(-712, -288)
(-736, -248)
(-736, -264)
(-744, -256)
(-768, 232)
(-760, 224)
(-776, 224)
(-736, 200)
(-736, 184)
(-728, 192)
(-800, 200)
(-800, 184)
(-808, 192)
(-704, 168)
(-696, 160)
(-712, 160)
(-704, 88)
(-696, 96)
(-712, 96)
(-672, 136)
(-672, 120)
(-664, 128)
(-832, 168)
(-824, 160)
(-840, 160)
(-832, 88)
(-824, 96)
(-840, 96)
(-864, 136)
(-864, 120)
(-872, 128)
(-768, -232)
(-760, -224)
(-776, -224)
(-736, -184)
(-736, -200)
(-728, -192)
(-800, -184)
(-800, -200)
(-808, -192)
(-704, -88)
(-696, -96)
(-712, -96)
(-704, -168)
(-696, -160)
(-712, -160)
(-672, -120)
(-672, -136)
(-664, -128)
(-832, -88)
(-824, -96)
(-840, -96)
(-832, -168)
(-824, -160)
(-840, -160)
(-864, -120)
(-864, -136)
(-872, -128)
(-896, 104)
(-888, 96)
(-904, 96)
(-864, 72)
(-864, 56)
(-856, 64)
(-928, 72)
(-928, 56)
(-936, 64)
(-896, -104)
(-888, -96)
(-904, -96)
(-864, -56)
(-864, -72)
(-856, -64)
(-928, -56)
(-928, -72)
(-936, -64)
(-960, 40)
(-952, 32)
(-968, 32)
(-960, -40)
(-952, -32)
(-968, -32)
(-992, 8)
(-992, -8)
(-1000, 0)
